name,nickname,f_name,l_name,wins,loses,ties,height,weight,reach,stance,dob,age,slpm,str_ac,sapm,str_def,td_avg,td_acc,td_def,sub_avg
Armando Villarreal,La Lumbre,Armando,Villarreal,5,2,0,67,135,66,Southpaw,"Aug 08, 1989",32,3.23,0.55,4.3,0.52,3.23,0.25,0.0,0.0
Yuri Villefort,,Yuri,Villefort,10,5,0,72,170,73,Orthodox,"Mar 23, 1991",31,3.18,0.43,5.42,0.55,2.0,0.35,0.4,0.3
Ike Villanueva,Hurricane,Ike,Villanueva,18,14,0,73,205,73,Orthodox,"Apr 04, 1984",38,3.66,0.38,7.24,0.36,0.6,0.5,1.0,0.0
Danillo Villefort,Indio,Danillo,Villefort,15,5,0,73,185,N/A,Orthodox,"May 08, 1983",38,2.86,0.37,2.4,0.68,1.71,0.66,0.33,1.7
Ivan Cole,JP,Ivan,Cole,2,3,0,69,135,N/A,N/A,"Nov 30, 1990",31,2.68,0.36,4.69,0.46,0.0,0.0,0.0,0.0
DeMarco Villalona,,DeMarco,Villalona,1,3,0,69,185,N/A,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ruben Villareal,Warpath,Ruben,Villareal,22,28,3,76,265,N/A,Orthodox,"May 01, 1970",51,5.18,0.53,4.86,0.35,0.0,0.0,0.0,0.0
Pablo Villaseca,El Gallo,Pablo,Villaseca,12,3,0,67,155,N/A,N/A,"Jan 26, 1987",35,2.79,0.42,3.25,0.65,2.5,0.5,0.33,0.0
Muhsin Corbbrey,,Muhsin,Corbbrey,17,9,0,70,155,N/A,Orthodox,"May 18, 1978",43,2.02,0.34,5.41,0.53,0.0,0.0,0.8,0.4
Gleidson Cutis,Poney,Gleidson,Cutis,7,4,0,69,155,N/A,Orthodox,"Feb 07, 1989",33,2.99,0.52,8.28,0.59,0.0,0.0,0.0,0.0
Steve Byrnes,The Sergeant,Steve,Byrnes,6,1,0,72,170,N/A,Orthodox,N/A,N/A,1.2,0.51,2.67,0.27,3.0,0.6,0.0,4.0
JP Buys,Young Savage,JP,Buys,9,4,0,65,135,67,Orthodox,"Apr 30, 1996",25,1.76,0.43,2.46,0.42,1.7,0.3,0.25,2.5
Charles Byrd,Kid Dynamite,Charles,Byrd,10,7,0,70,185,73,Orthodox,"Oct 11, 1983",38,3.43,0.55,2.63,0.55,2.5,0.5,0.4,1.5
Raphael Butler,The Silencer,Raphael,Butler,9,2,1,75,261,N/A,N/A,"Jan 04, 1984",38,4.69,0.45,0.94,0.91,0.0,0.0,1.0,14.1
Gian Villante,,Gian,Villante,17,14,0,75,230,76,Orthodox,"Aug 18, 1985",36,4.38,0.44,5.47,0.55,0.45,0.23,0.83,0.0
Ian Butler,,Ian,Butler,3,3,0,68,155,N/A,N/A,N/A,N/A,2.09,0.14,6.69,0.36,0.0,0.0,0.5,0.0
Goldman Butler,,Goldman,Butler,1,4,0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Byrnes,,Michael,Byrnes,5,3,0,71,155,N/A,N/A,"Jul 17, 1990",31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jason Butcher,,Jason,Butcher,10,2,0,75,185,N/A,N/A,"Oct 23, 1984",37,1.82,0.4,2.73,0.25,13.64,0.5,0.0,0.0
Todd Butler,,Todd,Butler,1,4,0,73,200,N/A,Southpaw,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dennis Buzukja,The Great,Dennis,Buzukja,4,2,0,69,145,71,Switch,"Oct 01, 1997",24,3.8,0.46,6.8,0.35,2.0,0.25,1.0,1.0
Tom Breese,,Tom,Breese,12,3,0,75,185,73,Southpaw,"Sep 26, 1991",30,3.34,0.5,2.81,0.6,0.0,0.0,0.7,1.1
Nick Bustamante,,Nick,Bustamante,5,3,0,69,170,N/A,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bubba Bush,The Fightin' Texas Aggie,Bubba,Bush,8,3,0,72,185,N/A,Orthodox,"Jul 24, 1985",36,0.63,0.55,7.01,0.25,2.82,0.5,0.6,0.0
Martin Buschkamp,,Martin,Buschkamp,9,0,0,69,145,N/A,Orthodox,"Jan 06, 1991",31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eduardo Bustillos,,Eduardo,Bustillos,5,3,0,68,135,N/A,N/A,"Jun 02, 1987",34,2.61,0.59,6.22,0.35,0.0,0.0,1.0,0.0
Nah-Shon Burrell,The Rock n Rolla,Nah-Shon,Burrell,15,7,0,71,170,N/A,Orthodox,"Feb 05, 1990",32,4.83,0.47,3.45,0.56,0.0,0.0,0.52,0.3
Herbert Burns,The Blaze,Herbert,Burns,11,3,0,69,145,73,Orthodox,"Feb 02, 1988",34,1.67,0.45,5.02,0.33,4.64,0.83,0.75,2.8
Derrick Burnsed,,Derrick,Burnsed,1,0,3,N/A,155,N/A,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Burns,The Hammer,Josh,Burns,8,10,0,73,244,N/A,N/A,"May 15, 1978",43,2.4,0.48,5.73,0.32,0.0,0.0,1.0,0.0
Murilo Bustamante,,Murilo,Bustamante,15,8,1,74,183,N/A,Orthodox,"Jul 30, 1966",55,1.33,0.32,1.9,0.6,2.46,0.33,0.54,1.2
Dakota Bush,,Dakota,Bush,8,4,0,70,155,73,Orthodox,"Jun 09, 1994",27,2.77,0.38,4.42,0.41,2.4,0.33,0.0,0.0
Gilbert Burns,Durinho,Gilbert,Burns,20,5,0,70,170,71,Orthodox,"Jul 20, 1986",35,3.46,0.48,3.21,0.54,2.0,0.34,0.47,0.6
George Bush,,George,Bush,5,2,0,73,205,N/A,N/A,N/A,N/A,6.35,0.64,2.31,0.55,17.31,0.66,0.0,0.0
Mikey Burnett,The Eastside Assassin,Mikey,Burnett,5,2,0,66,170,N/A,Orthodox,"Apr 12, 1974",48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mads Burnell,,Mads,Burnell,9,3,0,68,145,69,Orthodox,"Mar 06, 1994",28,1.28,0.41,2.71,0.51,3.45,0.47,0.22,0.4
Joshua Burkman,The People's Warrior,Joshua,Burkman,28,16,0,70,170,72,Orthodox,"Apr 10, 1980",42,2.69,0.43,3.13,0.51,2.53,0.36,0.72,0.3
Justin Burlinson,,Justin,Burlinson,6,1,0,73,170,74,Switch,"May 19, 1997",24,1.24,0.4,3.09,0.61,0.0,0.0,1.0,9.3
Wuliji Buren,Beast Master,Wuliji,Buren,9,6,0,69,135,69,Orthodox,"Mar 01, 1989",33,1.63,0.42,2.96,0.56,3.38,0.42,0.71,0.4
Shawn Bunch,Bunch the Great,Shawn,Bunch,7,3,0,65,135,N/A,N/A,"Mar 19, 1983",39,0.0,0.0,1.55,0.55,0.0,0.0,0.5,0.0
Shane Burgos,Hurricane,Shane,Burgos,14,3,0,71,145,75,Orthodox,"Mar 19, 1991",31,7.95,0.52,6.69,0.57,0.24,1.0,0.91,0.1
Modestas Bukauskas,The Baltic Gladiator,Modestas,Bukauskas,11,5,0,75,205,78,Switch,"Feb 10, 1994",28,3.59,0.37,4.54,0.52,0.0,0.0,1.0,0.0
Josh Bumgarner,,Josh,Bumgarner,6,4,0,73,170,N/A,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lee Kwan Bum,,Lee,Kwan,0,1,0,74,286,N/A,Orthodox,N/A,N/A,0.71,0.14,0.0,1.0,0.0,0.0,0.0,0.0
Mike Budnik,,Mike,Budnik,13,4,0,69,145,68,Orthodox,"Aug 08, 1974",47,0.65,0.52,0.95,0.53,0.0,0.0,0.0,3.4
Kevin Burns,The Fire,Kevin,Burns,12,7,0,70,170,74,Orthodox,"Mar 03, 1980",42,2.74,0.38,4.3,0.52,0.28,0.5,0.47,0.8
Paul Buentello,The Headhunter,Paul,Buentello,35,17,0,74,245,77,Orthodox,"Jan 16, 1974",48,3.29,0.45,3.83,0.52,0.19,0.33,0.39,0.4
Mayra Bueno Silva,Sheetara,Mayra,Bueno,8,2,1,66,135,66,Orthodox,"Aug 22, 1991",30,4.25,0.54,4.98,0.59,0.0,0.0,0.69,1.3
Francisco Bueno,,Francisco,Bueno,5,2,0,69,225,N/A,Orthodox,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Courtney Buck,,Courtney,Buck,12,11,0,70,135,N/A,Orthodox,"Mar 19, 1982",40,1.49,0.28,3.24,0.54,0.0,0.0,0.33,0.0
Joaquin Buckley,New Mansa,Joaquin,Buckley,14,4,0,70,185,76,Southpaw,"Apr 27, 1994",27,3.94,0.36,3.88,0.51,2.0,0.35,0.4,0.0
Justin Buchholz,,Justin,Buchholz,15,10,0,72,155,73,Orthodox,"Aug 22, 1983",38,2.35,0.26,4.14,0.51,0.0,0.0,0.33,0.8
Zak Bucia,,Zak,Bucia,17,8,0,70,170,N/A,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lukasz Brzeski,The Bull,Lukasz,Brzeski,9,1,1,76,236,78,Orthodox,"May 17, 1992",29,5.78,0.53,3.1,0.51,2.17,0.66,1.0,2.2
Dennis Bryant,The Beard,Dennis,Bryant,5,2,0,72,205,N/A,Orthodox,"Oct 18, 1985",36,10.56,0.59,10.56,0.13,0.0,0.0,0.0,0.0
Josh Bryant,The Beast,Josh,Bryant,15,4,0,70,185,N/A,Orthodox,"Apr 23, 1980",42,1.1,0.2,6.1,0.43,0.0,0.0,0.0,0.0
Julia Budd,,Julia,Budd,10,2,0,67,145,67,N/A,"Jul 04, 1983",38,2.42,0.74,1.18,0.47,3.6,0.57,0.83,0.0
Steve Bruno,Hollywood,Steve,Bruno,15,6,0,70,170,N/A,Orthodox,"Nov 03, 1981",40,0.96,0.52,3.38,0.36,1.94,0.25,0.46,0.4
Fernando Bruno,Acougueiro,Fernando,Bruno,15,4,0,66,145,N/A,N/A,"Feb 24, 1982",40,1.75,0.39,1.78,0.48,2.02,0.22,0.56,0.5
Martin Buday,Badys,Martin,Buday,10,1,0,76,265,77,Orthodox,"Nov 11, 1991",30,4.77,0.72,2.17,0.5,0.0,0.0,0.0,0.0
Jules Bruchez,,Jules,Bruchez,1,2,0,72,205,N/A,Southpaw,"Aug 16, 1977",44,0.69,0.5,5.52,0.46,0.0,0.0,0.0,0.0
Junie Browning,,Junie,Browning,5,6,0,69,155,N/A,Orthodox,"May 12, 1984",37,3.76,0.48,1.76,0.66,3.53,0.66,0.0,3.5
Justin Bruckmann,Loaf,Justin,Bruckmann,7,3,0,69,170,N/A,Orthodox,N/A,N/A,0.59,0.66,5.91,0.16,0.0,0.0,0.33,0.0
Humberto Brown Morrison,,Humberto,Brown,4,6,0,70,145,N/A,N/A,"Nov 03, 1984",37,1.71,0.5,2.19,0.62,1.43,0.25,0.0,0.0
Travis Browne,Hapa,Travis,Browne,18,7,1,78,255,79,Orthodox,"Jul 17, 1982",39,2.93,0.41,4.31,0.42,1.21,0.68,0.75,0.2
Damien Brown,Beatdown,Damien,Brown,17,12,0,70,155,68,Orthodox,"Dec 25, 1984",37,3.66,0.38,4.86,0.5,0.68,0.27,0.53,0.7
Frederick Brown,,Frederick,Brown,3,2,0,72,235,N/A,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TJ Brown,Downtown,TJ,Brown,16,8,0,69,145,72,Switch,"May 22, 1990",31,3.87,0.43,2.82,0.53,4.5,0.62,0.36,1.1
Derek Brunson,,Derek,Brunson,23,8,0,73,185,77,Southpaw,"Jan 04, 1984",38,3.5,0.47,2.84,0.52,3.23,0.33,0.89,0.6
Terrell Brown,,Terrell,Brown,3,1,0,N/A,185,N/A,N/A,"Apr 13, 1983",39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Brown,,Chris,Brown,10,1,0,N/A,170,N/A,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Randy Brown,Rudeboy,Randy,Brown,14,4,0,75,170,78,Orthodox,"Jul 08, 1990",31,4.21,0.48,3.11,0.52,0.86,0.43,0.71,0.6
Dominic Brown,,Dominic,Brown,16,23,0,71,190,N/A,N/A,"Jun 04, 1982",39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cody Brundage,,Cody,Brundage,7,2,0,72,185,72,Orthodox,"May 16, 1994",27,2.42,0.6,2.75,0.48,1.42,0.25,0.68,1.4
Mike Brown,,Mike,Brown,26,9,0,66,145,70,Orthodox,"Sep 08, 1975",46,2.98,0.44,2.45,0.6,3.23,0.4,0.66,0.6
Lee Brousseau,Manimal,Lee,Brousseau,5,3,0,73,205,N/A,N/A,"Oct 04, 1974",47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jarred Brooks,The Monkey God,Jarred,Brooks,13,2,0,63,125,62,Switch,"May 02, 1993",28,2.12,0.46,1.66,0.62,4.54,0.57,0.69,0.6
Matt Brown,The Immortal,Matt,Brown,25,19,0,72,170,75,Orthodox,"Jan 10, 1981",41,3.77,0.55,2.94,0.54,1.71,0.46,0.64,1.3
Jonathan Brookins,,Jonathan,Brookins,16,10,0,72,145,74,Southpaw,"Aug 13, 1985",36,2.69,0.39,3.63,0.56,1.94,0.17,0.8,0.3
Todd Brown,Bulldog,Todd,Brown,16,4,0,71,205,N/A,Orthodox,"Dec 13, 1976",45,2.15,0.45,3.85,0.48,0.0,0.0,0.5,0.0
Joanderson Brito,Tubarao,Joanderson,Brito,12,3,1,68,145,72,Orthodox,"Feb 11, 1995",27,3.33,0.47,3.13,0.5,2.98,0.62,0.0,0.0
Drew Brokenshire,,Drew,Brokenshire,16,6,0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Will Brooks,Ill,Will,Brooks,18,4,0,70,155,72,Orthodox,"Oct 08, 1986",35,4.26,0.59,2.54,0.56,2.08,0.51,0.82,0.3
Rob Broughton,The Bear,Rob,Broughton,16,7,1,74,265,74,Orthodox,"Mar 03, 1983",39,2.83,0.6,2.54,0.51,0.0,0.0,0.26,3.2
Antwain Britt,The Juggernaut,Antwain,Britt,11,6,0,73,205,77,N/A,"May 09, 1978",43,1.46,0.39,2.81,0.44,1.56,0.4,0.5,0.0
Aaron Brink,,Aaron,Brink,26,26,0,75,205,N/A,Orthodox,"Nov 12, 1974",47,3.49,0.42,5.71,0.57,0.0,0.0,0.0,0.0
Henry Briones,Bure,Henry,Briones,16,8,1,68,135,69,Orthodox,"Oct 22, 1980",41,3.47,0.42,4.68,0.53,0.0,0.0,0.52,0.6
Mike Bronzoulis,The Greek,Mike,Bronzoulis,18,9,1,72,155,N/A,N/A,"Jan 05, 1979",43,1.13,0.34,2.54,0.37,0.0,0.0,0.33,0.0
Marcos Brigagao,Ironside,Marcos,Brigagao,11,1,0,75,205,76,Southpaw,"Apr 01, 1996",26,3.07,0.43,3.27,0.25,0.0,0.0,0.36,0.0
Charlie Brenneman,The Spaniard,Charlie,Brenneman,19,8,0,70,155,70,Orthodox,"Feb 09, 1981",41,1.52,0.56,1.55,0.46,4.23,0.42,0.72,0.0
Marcelo Brito,Jungle Boy,Marcelo,Brito,13,8,0,73,170,N/A,Orthodox,"Nov 27, 1977",44,0.6,0.2,3.53,0.55,0.0,0.0,0.5,0.0
Mike Breeden,Money,Mike,Breeden,10,4,0,70,155,70,Orthodox,"Apr 21, 1989",33,4.04,0.34,6.61,0.46,0.0,0.0,0.81,0.0
Mack Brewer,,Mack,Brewer,0,1,0,N/A,205,N/A,N/A,N/A,N/A,0.0,0.0,6.67,0.36,0.0,0.0,0.0,0.0
Jason Brilz,Hitman,Jason,Brilz,22,6,1,71,205,71,Orthodox,"Jul 07, 1975",46,2.66,0.4,1.78,0.65,2.37,0.25,0.25,1.3
Martin Bravo,El Toro,Martin,Bravo,11,3,0,68,145,71,Southpaw,"Sep 21, 1993",28,7.66,0.39,5.72,0.51,2.6,0.35,0.85,0.0
Marcus Brimage,The Bama Beast,Marcus,Brimage,7,7,0,64,135,71,Southpaw,"Apr 06, 1985",37,3.97,0.35,3.64,0.56,0.56,1.0,0.8,0.0
Robert Breslin,The Bullet,Robert,Breslin,3,9,0,71,155,N/A,N/A,N/A,N/A,2.21,0.46,3.5,0.66,1.38,1.0,0.5,0.0
David Branch,,David,Branch,22,6,0,73,185,78,Orthodox,"Sep 26, 1981",40,1.66,0.39,1.91,0.56,2.55,0.32,0.43,0.0
Chris Brennan,The Westside Strangler,Chris,Brennan,21,13,1,68,170,N/A,Orthodox,"Oct 12, 1971",50,0.6,0.4,0.97,0.5,0.0,0.0,0.25,2.1
Diego Brandao,DB,Diego,Brandao,22,11,0,67,145,64,Orthodox,"May 27, 1987",34,2.94,0.47,3.38,0.62,3.21,0.68,0.8,0.6
Sean Brady,,Sean,Brady,15,0,0,70,170,72,Orthodox,"Nov 23, 1992",29,3.91,0.54,3.22,0.62,3.22,0.6,0.87,0.9
Joe Brammer,The South Side Strangler,Joe,Brammer,7,3,1,68,155,N/A,Orthodox,"Aug 23, 1983",38,2.15,0.31,2.8,0.56,0.81,0.5,0.5,0.0
Kyle Bradley,,Kyle,Bradley,19,12,0,69,155,71,Orthodox,"Aug 19, 1982",39,1.99,0.4,3.45,0.58,0.65,0.5,0.4,0.0
Ramiz Brahimaj,,Ramiz,Brahimaj,10,4,0,70,170,72,Orthodox,"Nov 17, 1992",29,2.47,0.41,4.08,0.5,1.9,0.66,0.58,2.4
Michael Bravo,,Michael,Bravo,7,4,0,N/A,155,N/A,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ebenezer Fontes Braga,Pitbull,Ebenezer,Fontes,13,7,2,72,199,N/A,Orthodox,"Apr 14, 1969",53,2.42,0.5,0.42,0.71,0.0,0.0,0.9,0.6
Blake Bowman,,Blake,Bowman,2,6,0,74,170,N/A,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roger Bowling,Relentless,Roger,Bowling,12,6,0,69,155,68,Orthodox,"Dec 05, 1982",39,3.9,0.47,3.86,0.51,3.09,0.43,0.27,0.9
Kyron Bowen,Bullseye,Kyron,Bowen,9,5,0,75,185,73,Orthodox,"Dec 22, 1993",28,2.73,0.57,2.05,0.4,0.0,0.0,0.0,0.0
Ashe Bowman,The Archer,Ashe,Bowman,9,11,0,69,155,N/A,N/A,"Nov 17, 1976",45,2.43,0.42,4.86,0.57,0.0,0.0,0.0,0.0
Colley  Bradford,,Colley,,0,1,0,67,145,N/A,N/A,N/A,N/A,0.43,0.25,1.73,0.5,19.42,0.5,1.0,0.0
Melton Bowen,The Punisher,Melton,Bowen,0,1,0,72,225,N/A,Orthodox,"Jul 16, 1969",52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jess Bouscal,,Jess,Bouscal,3,2,0,N/A,155,N/A,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brian Bowles,,Brian,Bowles,10,3,0,67,135,70,Orthodox,"Jun 22, 1980",41,2.36,0.26,2.98,0.64,1.39,0.7,0.54,1.4
Paul Bradley,The Gentleman,Paul,Bradley,23,8,0,69,170,N/A,Orthodox,"Jun 13, 1983",38,2.26,0.32,4.13,0.56,1.12,0.16,1.0,0.0
Tai Bowden,,Tai,Bowden,1,1,0,71,230,N/A,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Bourke,The Rhino,Mike,Bourke,10,16,1,72,275,N/A,Orthodox,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gregory Bouchelaghem,,Gregory,Bouchelaghem,5,4,0,74,183,N/A,Switch,N/A,N/A,0.27,0.21,1.53,0.36,0.0,0.0,0.5,0.0
Rich Bouphanouvong,,Rich,Bouphanouvong,1,4,0,67,170,N/A,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roy Boughton,Black Dynamite,Roy,Boughton,14,8,0,72,205,N/A,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Poliana Botelho,,Poliana,Botelho,8,4,0,68,115,67,Orthodox,"Dec 15, 1988",33,2.83,0.57,2.75,0.5,0.92,0.57,0.8,0.0
Francois Botha,White Buffalo,Francois,Botha,0,1,0,74,260,N/A,Orthodox,"Sep 28, 1968",53,0.0,0.0,1.05,0.77,0.0,0.0,0.0,0.0
Marcus Bossett,The Grasshopper,Marcus,Bossett,1,3,0,73,215,N/A,Orthodox,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Caio Borralho,The Natural,Caio,Borralho,11,1,0,70,185,75,Southpaw,"Jan 16, 1993",29,3.66,0.64,1.7,0.65,1.96,0.8,0.75,0.0
Tanner Boser,The Bulldozer,Tanner,Boser,20,8,1,74,255,75,Orthodox,"Aug 02, 1991",30,4.23,0.51,2.16,0.63,0.0,0.0,0.7,0.0
Viacheslav Borshchev,Slava Claus,Viacheslav,Borshchev,6,2,0,71,155,69,Orthodox,"Jan 08, 1992",30,2.85,0.63,2.64,0.5,0.0,0.0,0.37,0.0
Igor Borisov,,Igor,Borisov,1,1,0,72,235,N/A,Orthodox,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rogerio Bontorin,,Rogerio,Bontorin,16,4,0,65,125,67,Orthodox,"Apr 25, 1992",30,2.63,0.52,3.27,0.5,2.9,0.6,0.51,1.0
Jesse Bongfeldt,Water,Jesse,Bongfeldt,16,5,1,72,185,N/A,Orthodox,"Aug 28, 1980",41,2.91,0.62,1.01,0.5,1.51,0.33,0.33,0.0
Steve Bosse,The Boss,Steve,Bosse,12,2,0,71,205,72,Orthodox,"Jul 29, 1981",40,5.99,0.52,5.38,0.5,0.92,0.33,1.0,0.0
Stephan Bonnar,The American Psycho,Stephan,Bonnar,15,9,0,76,205,79,Orthodox,"Apr 04, 1977",45,2.76,0.38,3.01,0.52,1.32,0.4,0.6,1.0
Chris Bostick,,Chris,Bostick,6,3,0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ray Borg,The Tazmexican Devil,Ray,Borg,13,5,0,64,135,63,Orthodox,"Aug 04, 1993",28,1.52,0.52,1.93,0.48,3.89,0.5,0.46,1.0
Marcos Bonilla,Murder Marx,Marcos,Bonilla,4,4,0,70,145,N/A,N/A,N/A,N/A,0.47,0.12,0.47,0.94,0.0,0.0,0.0,0.0
Denys Bondar,Psycho,Denys,Bondar,16,4,0,66,125,69,Orthodox,"Jun 27, 1992",29,2.93,0.8,2.2,0.72,10.98,1.0,0.0,0.0
Calen Born,,Calen,Born,7,1,0,68,170,72,Switch,"May 24, 1988",33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luc Bondole,,Luc,Bondole,5,2,2,74,205,N/A,N/A,N/A,N/A,3.35,0.51,2.04,0.62,0.0,0.0,0.0,1.8
Tony Bonello,The Gun,Tony,Bonello,16,3,1,74,185,N/A,N/A,N/A,N/A,0.62,0.33,12.62,0.1,0.0,0.0,0.0,0.0
Kyle Bolt,,Kyle,Bolt,8,4,0,74,185,N/A,N/A,N/A,N/A,7.27,0.52,7.27,0.45,0.0,0.0,0.0,0.0
Derek Bohi,Marshmallow,Derek,Bohi,8,5,0,76,260,N/A,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mandy Bohm,Monster,Mandy,Bohm,7,1,0,67,125,71,Orthodox,"Jul 30, 1989",32,2.4,0.33,5.8,0.55,0.0,0.0,1.0,0.0
Jerry Bohlander,,Jerry,Bohlander,11,4,0,71,199,N/A,Orthodox,"Feb 12, 1974",48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roman Bogatov,,Roman,Bogatov,10,1,0,68,155,73,Orthodox,"Dec 15, 1990",31,3.33,0.42,4.4,0.44,1.0,0.09,0.5,0.0
Tim Boetsch,The Barbarian,Tim,Boetsch,21,13,0,72,185,74,Orthodox,"Jan 28, 1981",41,2.93,0.5,2.9,0.57,1.45,0.34,0.59,0.8
Jay Bogan,,Jay,Bogan,6,6,0,N/A,145,N/A,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Galore Bofando,,Galore,Bofando,5,3,0,71,170,72,Switch,"May 22, 1982",39,3.63,0.45,3.63,0.54,2.37,1.0,0.5,0.0
Kotetsu Boku,,Kotetsu,Boku,25,11,2,69,154,N/A,Orthodox,"May 27, 1977",44,2.47,0.42,2.8,0.53,0.0,0.0,0.0,0.0
James Bochnovic,,James,Bochnovic,8,3,0,76,205,81,Orthodox,"Feb 13, 1989",33,0.65,0.26,3.64,0.21,0.0,0.0,0.0,0.0
Dan Bobish,,Dan,Bobish,17,9,0,74,345,N/A,Southpaw,"Jan 26, 1970",52,2.06,0.44,1.74,0.34,2.44,0.42,0.0,1.6
Mark Bocek,,Mark,Bocek,12,5,0,68,155,75,Orthodox,"Oct 24, 1981",40,2.34,0.43,2.32,0.6,3.65,0.36,0.31,1.3
Byron Bloodworth,,Byron,Bloodworth,6,3,0,68,135,N/A,Orthodox,"Aug 16, 1983",38,1.82,0.28,5.18,0.5,0.0,0.0,0.0,0.0
Kyle Bochniak,Killer B,Kyle,Bochniak,8,5,0,67,145,70,Orthodox,"Feb 05, 1987",35,2.63,0.31,5.11,0.58,1.14,0.15,0.62,0.0
Dashawn Boatwright,"Buck, the 400-pound Silverback",Dashawn,Boatwright,3,1,0,72,205,N/A,Orthodox,"Feb 29, 1988",34,0.0,0.0,52.5,0.12,0.0,0.0,0.0,0.0
Arlene Blencowe,Angerfist,Arlene,Blencowe,9,6,0,65,145,N/A,N/A,"Apr 11, 1983",39,2.31,0.43,2.1,0.43,0.0,0.0,0.55,0.6
Erin Blanchfield,Cold Blooded,Erin,Blanchfield,8,1,0,64,125,66,Orthodox,"May 04, 1999",22,5.53,0.59,2.07,0.65,5.0,0.9,1.0,0.5
Jeremy Boczulak,,Jeremy,Boczulak,0,2,0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sherrard Blackledge,The Thriller,Sherrard,Blackledge,5,1,0,71,155,75,Orthodox,"Aug 16, 1993",28,3.7,0.49,3.13,0.55,4.0,0.33,0.42,0.0
Maximo Blanco,Maxi,Maximo,Blanco,12,8,1,68,145,71,Orthodox,"Oct 16, 1983",38,4.11,0.44,3.19,0.66,1.85,0.36,0.63,0.3
Jason Blackford,,Jason,Blackford,3,3,0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom Blackledge,,Tom,Blackledge,10,7,0,N/A,205,N/A,Orthodox,N/A,N/A,2.91,0.61,2.55,0.46,0.0,0.0,0.75,0.0
Curtis Blaydes,Razor,Curtis,Blaydes,16,3,0,76,265,80,Orthodox,"Feb 18, 1991",31,3.52,0.51,1.68,0.6,6.06,0.53,0.33,0.0
Brad Blackburn,Bad Brad,Brad,Blackburn,18,13,1,70,170,73,Orthodox,"May 25, 1977",44,4.55,0.35,3.59,0.65,0.93,0.5,0.76,0.7
Simon Biyong,,Simon,Biyong,7,1,0,N/A,205,N/A,N/A,"Apr 05, 1991",31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Blanco,,David,Blanco,2,0,0,67,145,N/A,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
